5 , 27887  lxpanel , restart_syscall(<... resuming interrupted poll ...>) = 0
1486 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1487 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 16) = 8
1488 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1489 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
1490 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1491 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1492 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1493 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1494 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1495 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1496 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1497 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 287) = 0 (Timeout)
1498 , 27887  lxpanel , open("/proc/stat", O_RDONLY) = 12</proc/stat>
1499 , 27887  lxpanel , fstat(12</proc/stat>, {st_mode=S_IFREG|0444, st_size=0, ...}) = 0
1500 , 27887  lxpanel , read(12</proc/stat>, "cpu  41658 4412 86777 20395419 41332 0 2343 0 0 0\n"..., 1024) = 1024
1501 , 27887  lxpanel , close(12</proc/stat>) = 0
1502 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1503 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1504 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfa9e20, 0) = -1 EAGAIN (Resource temporarily unavailable)
1505 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1506 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0`\337 \1\36\0 \1(\0\32\0007\0\7\0a\337 \1`\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0a\337"..., 220}, {NULL, 0}, {"", 0}], 3) = 220
1507 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"A\0\313\370`\337 \1\3\0\203\0A\0 \1\0\0\34\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1508 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1509 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1510 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab1f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1511 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1512 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 1481) = 1 ([{fd=3, revents=POLLIN}])
1517 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\7\3\317\370\261\335+\6%\2\0\0\36\0 \1\0\0\0\0!\0\350\2!\0\2\0\0\0\0\2\6\0\317\370\261\335+\6%\2\0\0\36\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 64
1518 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1519 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1520 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1521 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1522 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\2\30\4\0\36\0 \1\0@\0\0\0\0\0\0&\0\2\0\36\0 \1", 24}, {NULL, 0}, {"", 0}], 3) = 24
1523 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1524 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\321\370\0\0\0\0%\2\0\0\0\0\0\0!\0\350\2!\0\2\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1525 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1526 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1527 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1528 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1529 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\30\4\0\36\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
1530 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1531 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\322\370\0\0\0\0\1\1\0\1\0\0\346\2\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1532 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1533 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa8f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1534 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1535 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"5\30\4\0b\337 \1\36\0 \1!\0\32\0007\0\7\0c\337 \1b\337 \1\0\5\1\0\1\0\0\0P\0 \1\0\0\0\0;\3\5\0c\337"..., 268}, {NULL, 0}, {"", 0}], 3) = 268
1536 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2c0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1537 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1538 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 485) = 1 ([{fd=3, revents=POLLIN}])
1539 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\340\370a\336+\6%\2\0\0\36\0 \1\0\0\0\0\37\0\350\2\37\0\2\0\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1540 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1541 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1542 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\30\2\0\36\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
1543 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1544 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\341\370\0\0\0\0%\2\0\0\0\0\0\0\37\0\350\2\37\0\2\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1545 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1546 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1547 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 499) = 1 ([{fd=3, revents=POLLIN}])
1548 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\341\370\331\336+\6%\2\0\0\36\0 \1\0\0\0\0\30\0\353\2\30\0\5\0\0\0\1\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1549 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1550 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1551 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\30\2\0\36\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
1552 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1553 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\342\370\0\0\0\0%\2\0\0\0\0\0\0\30\0\353\2\30\0\5\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1554 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1555 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1556 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2d0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1557 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 499) = 1 ([{fd=3, revents=POLLIN}])
1558 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\6\0\342\370r\337+\6%\2\0\0\36\0 \1\0\0\0\0\v\0\363\2\v\0\r\0\0\0\1\0\6\0\342\370r\337+\6%\2\0\0\36\0 \1\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 128
1559 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfab2f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1560 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1561 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\30\2\0\36\0 \1", 8}, {NULL, 0}, {"", 0}], 3) = 8
1562 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1563 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\343\370\0\0\0\0%\2\0\0\0\0\0\0\v\0\364\2\v\0\16\0\0\1\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1564 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1565 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaff0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1566 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1567 , 27887  lxpanel , uname({sysname="Linux", nodename="elwin-virtual-machine", ...}) = 0
1568 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1569 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1570 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\22\0\7\0\36\0 \1>\1\0\0\6\0\0\0 \0\7\0\1\0\0\0r\337+\6\1\0\n\0e\337 \1%\2\0\0\234\377\234\377\n\0\n\0\0\0"..., 632}, {NULL, 0}, {"", 0}], 3) = 632
1571 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1572 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\34\0\344\370\36\0 \1>\1\0\0\206\337+\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\20\0\345\370%\2\0\0e\337 \1\234\377\234\377\n\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 576
1573 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaab00, 0) = -1 EAGAIN (Resource temporarily unavailable)
1574 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1575 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"+\0\1\0\37\1\4\0e\337 \1r\337+\6\1\1\7\0", 20}, {NULL, 0}, {"", 0}], 3) = 20
1576 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1577 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2\367\370\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\1\0\370\370\0\0\0\0\0\0\0\0\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 64
1578 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaabb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1579 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaabb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1580 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaabb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1581 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaabb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1582 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1583 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"&\0\2\0%\2\0\0", 8}, {NULL, 0}, {"", 0}], 3) = 8
1584 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1585 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\371\370\0\0\0\0%\2\0\0\1\1\0\1\v\0\364\2\v\0\364\2\0\1\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1586 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa9f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1587 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaa9f0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1588 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1589 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"(\0\4\0\36\0 \1%\2\0\0\0\0\0\0", 16}, {NULL, 0}, {"", 0}], 3) = 16
1590 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1591 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\1\372\370\0\0\0\0\1\1\0\1\0\0\346\2\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0", 4096}], msg_controllen=0, msg_flags=0}, 0) = 32
1592 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaa50, 0) = -1 EAGAIN (Resource temporarily unavailable)
1593 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaaa50, 0) = -1 EAGAIN (Resource temporarily unavailable)
1594 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1595 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1596 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"\f\0\7\0\370\0 \1\17\0\0\0\2\0\0\0\253\1\0\0\274\0\0\0;\1\0\0\22\0\30\0\370\0 \1(\0\0\0)\0\0\0 \0\n\0\22\0"..., 388}, {NULL, 0}, {"", 0}], 3) = 388
1597 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1598 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\34\0\374\370\370\0 \1(\0\0\0\236\337+\6\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\241 \375\370\370\0 \1'\1\0\0\0\0\0\0+\1"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 448
1599 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaab00, 0) = -1 EAGAIN (Resource temporarily unavailable)
1600 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN|POLLOUT}], 1, -1) = 1 ([{fd=3, revents=POLLOUT}])
1601 , 27887  lxpanel , writev(3<UNIX:[92285->90870]>, [{"+\0\1\0\37\1\4\0\370\0 \1r\337+\6\1\1\0\0", 20}, {NULL, 0}, {"", 0}], 3) = 20
1602 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}], 1, -1) = 1 ([{fd=3, revents=POLLIN}])
1603 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, {msg_name(0)=NULL, msg_iov(1)=[{"\1\2\10\371\0\0\0\0\4\0\340\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\t\3\t\371\370\0 \1\1\0\0\0\0\0\0\0\0\0"..., 4096}], msg_controllen=0, msg_flags=0}, 0) = 96
1604 , 27887  lxpanel , recvmsg(3<UNIX:[92285->90870]>, 0x7fffbdfaabb0, 0) = -1 EAGAIN (Resource temporarily unavailable)
1605 , 27887  lxpanel , write(4<anon_inode:[eventfd]>, "\1\0\0\0\0\0\0\0", 8) = 8
1606 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1607 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 1 ([{fd=4, revents=POLLIN}])
1608 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, "\3\0\0\0\0\0\0\0", 16) = 8
1609 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1610 , 27887  lxpanel , read(4<anon_inode:[eventfd]>, 0x7fffbdfab480, 16) = -1 EAGAIN (Resource temporarily unavailable)
1611 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1612 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1613 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1614 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1615 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1616 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1617 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1618 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1619 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1620 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1621 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1622 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1623 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1624 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1625 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1626 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
1627 , 27887  lxpanel , poll([{fd=3<UNIX:[92285->90870]>, events=POLLIN}, {fd=4<anon_inode:[eventfd]>, events=POLLIN}, {fd=9<UNIX:[92317->92318]>, events=POLLIN}], 3, 0) = 0 (Timeout)
